"site","place_name","date","latitude","longitude","sp","collection_method","Life_stage","Count"
"2017_M_08","Port Refugio","8/22/2017",55.282137,-133.334028,"Parophrys vetulus","beach seine","adult/non-larval juveniles",1
"2017_M_08","Port Refugio","8/22/2017",55.282137,-133.334028,"Pholis laeta","beach seine","adult/non-larval juveniles",178
"2017_M_08","Port Refugio","8/22/2017",55.282137,-133.334028,"Platichthys stellatus","beach seine","adult/non-larval juveniles",1
"2017_M_08","Port Refugio","8/22/2017",55.282137,-133.334028,"Syngnathus leptorhynchus","beach seine","adult/non-larval juveniles",96
"2017_M_08","Port Refugio","8/22/2017",55.282137,-133.334028,"Teleostei","beach seine","adult/non-larval juveniles",2
"2017_M_08","Port Refugio","8/22/2017",55.282137,-133.334028,"Idothea_rascata","hand","adult/non-larval juveniles",1
"2017_M_08","Port Refugio","8/22/2017",55.282137,-133.334028,"Gasterosteus aculeatus","beach seine","adult/non-larval juveniles",569
"2017_M_08","Port Refugio","8/22/2017",55.282137,-133.334028,"Caprella_alaskana","hand","adult/non-larval juveniles",0
"2017_M_08","Port Refugio","8/22/2017",55.282137,-133.334028,"Leptocottus armatus","beach seine","adult/non-larval juveniles",49
"2017_M_08","Port Refugio","8/22/2017",55.282137,-133.334028,"Littorina_sp","hand","adult/non-larval juveniles",290
"2017_M_08","Port Refugio","8/22/2017",55.282137,-133.334028,"Myoxocephalus polyacanthocephalus","beach seine","adult/non-larval juveniles",1
"2017_M_08","Port Refugio","8/22/2017",55.282137,-133.334028,"Myoxocephalus sp.","beach seine","adult/non-larval juveniles",1
"2017_M_08","Port Refugio","8/22/2017",55.282137,-133.334028,"Zostera_marina","hand","adult/non-larval juveniles",50
"2017_M_08","Port Refugio","8/22/2017",55.282137,-133.334028,"Anoplarchus insignis","beach seine","adult/non-larval juveniles",9
"2017_M_08","Port Refugio","8/22/2017",55.282137,-133.334028,"Artedius spp.","beach seine","adult/non-larval juveniles",1
"2017_M_08","Port Refugio","8/22/2017",55.282137,-133.334028,"Lottia_sp","hand","adult/non-larval juveniles",1
"2017_M_08","Port Refugio","8/22/2017",55.282137,-133.334028,"Citharichthys sordidus","beach seine","adult/non-larval juveniles",3
"2017_M_08","Port Refugio","8/22/2017",55.282137,-133.334028,"Polychaeta_sp","hand","adult/non-larval juveniles",5
